bin,brand,type,category,issuer,alpha_2,alpha_3,country,latitude,longitude,bank_phone,bank_url
364147,DINERS CLUB,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
364148,DINERS CLUB,CREDIT,,,VE,VEN,VENEZUELA,6.42375,-66.5897,,
364149,DINERS CLUB,CREDIT,,,VE,VEN,VENEZUELA,6.42375,-66.5897,,
364180,DINERS CLUB,CREDIT,,,VE,VEN,VENEZUELA,6.42375,-66.5897,,
364181,DINERS CLUB,CREDIT,,,VE,VEN,VENEZUELA,6.42375,-66.5897,,
364182,DINERS CLUB,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
364183,DINERS CLUB,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
364184,DINERS CLUB,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
364185,DINERS CLUB,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
364186,DINERS CLUB,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
364187,DINERS CLUB,CREDIT,,,VE,VEN,VENEZUELA,6.42375,-66.5897,,
364188,DINERS CLUB,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
364189,DINERS CLUB,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
364196,DINERS CLUB,CREDIT,,,VE,VEN,VENEZUELA,6.42375,-66.5897,,
370244,AMERICAN EXPRESS,CREDIT,GOLD,BANESCO,VE,VEN,VENEZUELA,6.42375,-66.5897,0500-2262624,www.banesco.com
371383,AMERICAN EXPRESS,CREDIT,PLATINUM,BANCO REPUBLICA,VE,VEN,VENEZUELA,6.42375,-66.5897,,
372652,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377000,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377001,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377002,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377003,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377004,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377005,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377006,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377007,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377008,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377009,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377010,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377011,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377012,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377013,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377014,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377015,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377016,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377017,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377018,AMERICAN EXPRESS,CREDIT,,BANCO FEDERAL,VE,VEN,VENEZUELA,6.42375,-66.5897,,
377019,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377020,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377021,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377022,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377023,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377024,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377025,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377030,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377031,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.americanexpress.com/ve/network/
377032,AMERICAN EXPRESS,CREDIT,,BANCO OCCIDENTAL DE DESCUENTO,VE,VEN,VENEZUELA,6.42375,-66.5897,0501-9200000,www.bod.com.ve/
400145,VISA,CREDIT,SIGNATURE,"BANCO FEDERAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
400606,VISA,,,"BFC BANCO FONDO COMUN, C.A. BANCO UNIVERS.A.L.",VE,VEN,VENEZUELA,6.42375,-66.5897,,www.bfc.com.ve/
402686,VISA,CREDIT,PLATINUM,"CORP BANCA, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
402765,VISA,DEBIT,ELECTRON,BANCO PROVINCIAL S.A.I.C.A. - S.A.C.A.,VE,VEN,VENEZUELA,6.42375,-66.5897,,
404849,VISA,CREDIT,CORPORATE T&E,"BANCO EXTERIOR, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
405761,VISA,CREDIT,CORPORATE T,"BANCO FEDERAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
405890,VISA,,,,VE,VEN,VENEZUELA,6.42375,-66.5897,,
405891,VISA,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
405898,VISA,,,,VE,VEN,VENEZUELA,6.42375,-66.5897,,
405932,VISA,CREDIT,CORPORATE T&E,"BANESCO, BANCO UNIVERSAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
406260,VISA,CREDIT,CORPORATE T&E,"BANCO DE VENEZUELA, S.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,0500 252 8328,www.bancodevenezuela.com/
406267,VISA,CREDIT,CORPORATE T&E,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
406364,VISA,CREDIT,CORPORATE T,BANCO PROVINCIAL S.A.I.C.A. - S.A.C.A.,VE,VEN,VENEZUELA,6.42375,-66.5897,,
406719,VISA,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
407407,VISA,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
407408,VISA,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
407427,VISA,CREDIT,CORPORATE T&E,"BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
407440,VISA,CREDIT,CORPORATE T&E,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
407457,VISA,CREDIT,CORPORATE T&E,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
407465,VISA,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
407511,VISA,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
407556,VISA,CREDIT,BUSINESS,BANCO DEL TESORO C.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,0800 2837676,www.bt.gob.ve
407602,VISA,CREDIT,PURCHASING,"BANCO EXTERIOR, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
407607,VISA,CREDIT,PURCHASING,"BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
407616,VISA,CREDIT,PURCHASING,,VE,VEN,VENEZUELA,6.42375,-66.5897,,
409639,VISA,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
409709,VISA,CREDIT,GOLD PREMIUM,BANCO OCCIDENTAL DE DESCUENTO S.A.C.A.,VE,VEN,VENEZUELA,6.42375,-66.5897,,
409940,VISA,CREDIT,GOLD PREMIUM,"BANCO FEDERAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
409941,VISA,CREDIT,BUSINESS,"BANCO FEDERAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
409942,VISA,CREDIT,CLASSIC,"BANCO FEDERAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
411016,VISA,CREDIT,PLATINUM,"BANESCO, BANCO UNIVERSAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
411018,VISA,CREDIT,PLATINUM,"BANCO EXTERIOR, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
411019,VISA,CREDIT,PLATINUM,"BANCO DEL CARIBE C.A., BANCO UNIVERS.A.L.",VE,VEN,VENEZUELA,6.42375,-66.5897,0500-(2262274),www.bancaribe.com.ve
411037,VISA,CREDIT,CLASSIC,"BANCO CANARIAS DE VENEZUELA, BANCO UNIVERSAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
411038,VISA,CREDIT,GOLD PREMIUM,"BANCO CANARIAS DE VENEZUELA, BANCO UNIVERSAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
411096,VISA,CREDIT,PLATINUM,"MERCANTIL, C.A., BANCO UNIVERS.A.L.",VE,VEN,VENEZUELA,6.42375,-66.5897,(0212) - 503.11.11,www.mercantilbanco.com/
411097,VISA,CREDIT,PLATINUM,BANCO PROVINCIAL S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,(0500) 508.74.32,www.provincial.com
411850,VISA,CREDIT,CORPORATE T&E,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
411851,VISA,CREDIT,GOLD PREMIUM,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
411858,VISA,CREDIT,PLATINUM,"BFC BANCO FONDO COMUN, C.A. BANCO UNIVERS.A.L.",VE,VEN,VENEZUELA,6.42375,-66.5897,,www.bfc.com.ve/
413453,VISA,,,,VE,VEN,VENEZUELA,6.42375,-66.5897,,
413473,VISA,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
414640,VISA,CREDIT,CLASSIC,BANCO AUSTRAL SARL,VE,VEN,VENEZUELA,6.42375,-66.5897,,
414747,VISA,CREDIT,SIGNATURE,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
414754,VISA,CREDIT,SIGNATURE,BANCO DE CORO C.A. (BANCORO),VE,VEN,VENEZUELA,6.42375,-66.5897,,
414755,VISA,CREDIT,SIGNATURE,"BANCO CANARIAS DE VENEZUELA, BANCO UNIVERSAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
414764,VISA,CREDIT,SIGNATURE,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
414768,VISA,CREDIT,SIGNATURE,"100% BANCO, BANCO COMERCIAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,0212 2775444,www.100x100banco.com/site/home
414786,VISA,CREDIT,SIGNATURE,"BANCO EXTERIOR, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
415229,VISA,DEBIT,ELECTRON,"BANCO EXTERIOR, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
415270,VISA,CREDIT,CLASSIC,"BANCO MERCANTIL, S.A.C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
415271,VISA,CREDIT,GOLD PREMIUM,"BANCO MERCANTIL, S.A.C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
415366,VISA,DEBIT,BUSINESS,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
415762,VISA,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
416050,VISA,,,"DEL SUR, ENTIDAD DE AHORRO Y PRESTAMO",VE,VEN,VENEZUELA,6.42375,-66.5897,,
421034,VISA,DEBIT,ELECTRON,CASA PROPIA ENTIDAD DE AHORRO Y PRESTAMOC.A.,VE,VEN,VENEZUELA,6.42375,-66.5897,,
421035,VISA,CREDIT,GOLD PREMIUM,CASA PROPIA ENTIDAD DE AHORRO Y PRESTAMOC.A.,VE,VEN,VENEZUELA,6.42375,-66.5897,,
421036,VISA,CREDIT,CLASSIC,CASA PROPIA ENTIDAD DE AHORRO Y PRESTAMOC.A.,VE,VEN,VENEZUELA,6.42375,-66.5897,,
421037,VISA,CREDIT,PLATINUM,"100% BANCO, BANCO COMERCIAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,0212 2775444,www.100x100banco.com/site/home
421177,VISA,CREDIT,CORPORATE T&E,BANCO PROVINCIAL S.A.I.C.A. - S.A.C.A.,VE,VEN,VENEZUELA,6.42375,-66.5897,,
421178,VISA,CREDIT,CORPORATE T&E,BANCO PROVINCIAL S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,(0500) 508.74.32,www.provincial.com
421422,VISA,CREDIT,PLATINUM,"BANCO INDUSTRIAL DE VENEZUELA, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
421444,VISA,CREDIT,PLATINUM,"BANCO CONFEDERADO, S.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
421826,VISA,CREDIT,PREMIER,"BANCO MERCANTIL, S.A.C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
421882,VISA,CREDIT,CLASSIC,"BANCO EXTERIOR, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
421884,VISA,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
421885,VISA,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
421886,VISA,,,,VE,VEN,VENEZUELA,6.42375,-66.5897,,
421895,VISA,CREDIT,PLATINUM,BANCO PROVIVIENDA C.A. BANCO UNIVERSAL (BANPRO),VE,VEN,VENEZUELA,6.42375,-66.5897,,
421930,VISA,DEBIT,CLASSIC,"MERCANTIL, C.A., BANCO UNIVERS.A.L.",VE,VEN,VENEZUELA,6.42375,-66.5897,(0212) - 503.11.11,www.mercantilbanco.com/
422039,VISA,CREDIT,PLATINUM,"BANCO SOFITASA, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
422044,VISA,CREDIT,CLASSIC,"BANCO NACIONAL DE CREDITO, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,(0212) 597-5000,www.bnc.com.ve/
422045,VISA,CREDIT,PREMIER,"BANCO NACIONAL DE CREDITO, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,(0212) 597-5000,www.bnc.com.ve/
422046,VISA,CREDIT,PLATINUM,"BANCO NACIONAL DE CREDITO, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,(0212) 597-5000,www.bnc.com.ve/
422050,VISA,DEBIT,CLASSIC,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
422099,VISA,CREDIT,SIGNATURE,"MERCANTIL, C.A., BANCO UNIVERS.A.L.",VE,VEN,VENEZUELA,6.42375,-66.5897,(0212) - 503.11.11,www.mercantilbanco.com/
422123,VISA,CREDIT,SIGNATURE,"BANESCO, BANCO UNIVERSAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
422169,VISA,DEBIT,ELECTRON,"TODOTICKET 2004, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,0500-863-68-42,http://www.todoticket.com.ve/
422209,VISA,DEBIT,CLASSIC,"TODOTICKET 2004, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,0500-863-68-42,http://www.todoticket.com.ve/
422225,VISA,CREDIT,SIGNATURE,"BANCO DEL CARIBE C.A., BANCO UNIVERS.A.L.",VE,VEN,VENEZUELA,6.42375,-66.5897,0500-(2262274),www.bancaribe.com.ve
422228,VISA,DEBIT,ELECTRON,,VE,VEN,VENEZUELA,6.42375,-66.5897,,
422230,VISA,CREDIT,PLATINUM,"BANCO CANARIAS DE VENEZUELA, BANCO UNIVERSAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
422242,VISA,CREDIT,SIGNATURE,"CORP BANCA, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
422260,VISA,CREDIT,CLASSIC,BANCO DEL TESORO C.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,0800 2837676,www.bt.gob.ve
422261,VISA,CREDIT,PREMIER,BANCO DEL TESORO C.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,0800 2837676,www.bt.gob.ve
422262,VISA,CREDIT,PLATINUM,BANCO DEL TESORO C.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,0800 2837676,www.bt.gob.ve
422263,VISA,CREDIT,SIGNATURE,BANCO DEL TESORO C.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,0800 2837676,www.bt.gob.ve
422268,VISA,CREDIT,PLATINUM,"BANCO CARONI, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,(0286) 920.54.56,www.bancocaroni.com.ve/
422271,VISA,CREDIT,PLATINUM,"DEL SUR BANCO UNIVERSAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,www.delsur.com.ve/
422714,VISA,CREDIT,BUSINESS,"BANCO DE VENEZUELA, S.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,0500 252 8328,www.bancodevenezuela.com/
423614,VISA,CREDIT,CORPORATE T&E,"MERCANTIL, C.A., BANCO UNIVERS.A.L.",VE,VEN,VENEZUELA,6.42375,-66.5897,(0212) - 503.11.11,www.mercantilbanco.com/
423691,VISA,DEBIT,CLASSIC,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
425166,VISA,DEBIT,PREPAID,CITICORP,VE,VEN,VENEZUELA,6.42375,-66.5897,(58 212) 705-2614,www.citibank.com.ve
425478,VISA,CREDIT,CLASSIC,"MI CASA, ENTIDAD DE AHORRO Y PRESTAMO",VE,VEN,VENEZUELA,6.42375,-66.5897,,
425479,VISA,CREDIT,GOLD PREMIUM,"MI CASA, ENTIDAD DE AHORRO Y PRESTAMO",VE,VEN,VENEZUELA,6.42375,-66.5897,,
425881,VISA,CREDIT,INFINITE,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
425888,VISA,CREDIT,SIGNATURE,"DEL SUR BANCO UNIVERSAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,www.delsur.com.ve/
427170,VISA,DEBIT,CLASSIC,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
427172,VISA,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
427173,VISA,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
428491,VISA,CREDIT,,VENEZOlanO DE CREDITO S.A. BANCO UNIVERS.A.L.,VE,VEN,VENEZUELA,6.42375,-66.5897,58 212 806 0650,www.venezolano.com/
430906,VISA,DEBIT,GOLD PREMIUM,BANCO VENEZOlanO DE CREDITO S.A.C.A.,VE,VEN,VENEZUELA,6.42375,-66.5897,,www.venezolano.com/
433121,VISA,DEBIT,CLASSIC,"BANCO EXTERIOR, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,
433485,VISA,CREDIT,CLASSIC,"DEL SUR BANCO UNIVERSAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,www.delsur.com.ve/
433486,VISA,CREDIT,PREMIER,"DEL SUR BANCO UNIVERSAL, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,,www.delsur.com.ve/
434614,VISA,CREDIT,PREMIER,"BANCO CARONI, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,(0286) 920.54.56,www.bancocaroni.com.ve/
434615,VISA,CREDIT,CLASSIC,"BANCO CARONI, C.A.",VE,VEN,VENEZUELA,6.42375,-66.5897,(0286) 920.54.56,www.bancocaroni.com.ve/
