bin,brand,type,category,issuer,alpha_2,alpha_3,country,latitude,longitude,bank_phone,bank_url
376638,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,AR,ARG,Argentina,-38.4161,-63.6167,0-800-444-2450,www.americanexpress.com/ar/
376639,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,AR,ARG,Argentina,-38.4161,-63.6167,0-800-444-2450,www.americanexpress.com/ar/
377790,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,AR,ARG,Argentina,-38.4161,-63.6167,0-800-444-2450,www.americanexpress.com/ar/
377791,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,AR,ARG,Argentina,-38.4161,-63.6167,0-800-444-2450,www.americanexpress.com/ar/
377792,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,AR,ARG,Argentina,-38.4161,-63.6167,0-800-444-2450,www.americanexpress.com/ar/
377793,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,AR,ARG,Argentina,-38.4161,-63.6167,0-800-444-2450,www.americanexpress.com/ar/
377794,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,AR,ARG,Argentina,-38.4161,-63.6167,0-800-444-2450,www.americanexpress.com/ar/
377795,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,AR,ARG,Argentina,-38.4161,-63.6167,0-800-444-2450,www.americanexpress.com/ar/
377796,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,AR,ARG,Argentina,-38.4161,-63.6167,0-800-444-2450,www.americanexpress.com/ar/
377797,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,AR,ARG,Argentina,-38.4161,-63.6167,0-800-444-2450,www.americanexpress.com/ar/
377800,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,AR,ARG,Argentina,-38.4161,-63.6167,0-800-444-2450,www.americanexpress.com/ar/
377804,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,AR,ARG,Argentina,-38.4161,-63.6167,0-800-444-2450,www.americanexpress.com/ar/
400103,VISA,CREDIT,CLASSIC,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
400104,VISA,CREDIT,CLASSIC,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
400276,VISA,CREDIT,CLASSIC,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
400440,VISA,CREDIT,,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
400448,VISA,CREDIT,,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
400449,VISA,,,,AR,ARG,Argentina,-38.4161,-63.6167,,
400615,VISA,DEBIT,CLASSIC,"BANCO DEL TUCUMAN, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-888-3300,www.bancotucuman.com.ar
401669,VISA,CREDIT,BUSINESS,BANCO PROVINCIA DE TIERRA DEL FUEGO,AR,ARG,Argentina,-38.4161,-63.6167,0810-999-7470,www.btf.com.ar
401696,VISA,CREDIT,CLASSIC,CITIBANK,AR,ARG,Argentina,-38.4161,-63.6167,,
401722,VISA,CREDIT,CORPORATE T&E,COMMERCIAL FEDERAL BANK,AR,ARG,Argentina,-38.4161,-63.6167,,
402541,VISA,CREDIT,,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
402785,VISA,CREDIT,CLASSIC,"BANCO COMAFI, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-999-266,www.comafi.com.ar
402786,VISA,CREDIT,PREMIER,"BANCO COMAFI, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-999-266,www.comafi.com.ar
402787,VISA,CREDIT,BUSINESS,"BANCO COMAFI, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-999-266,www.comafi.com.ar
402788,VISA,CREDIT,CLASSIC,"BANCO COMAFI, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-999-266,www.comafi.com.ar
402789,VISA,DEBIT,CLASSIC,"BANCO COMAFI, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-999-266,www.comafi.com.ar
402917,VISA,CREDIT,CLASSIC,"BANCO DE GALICIA Y BUENOS AIRES, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0-800-555-2747,www.bancogalicia.com
402918,VISA,CREDIT,CLASSIC,"BANCO DE GALICIA Y BUENOS AIRES, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0-800-555-2747,www.bancogalicia.com
403338,VISA,CREDIT,CORPORATE T&E,CITIBANK,AR,ARG,Argentina,-38.4161,-63.6167,,
403682,VISA,DEBIT,CLASSIC,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
403692,VISA,CREDIT,CORPORATE T&E,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
403779,VISA,CREDIT,,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
404205,VISA,CREDIT,CLASSIC,"BANCO DE GALICIA Y BUENOS AIRES, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0-800-555-2747,www.bancogalicia.com
404210,VISA,CREDIT,CLASSIC,"NUEVO BANCO DE LA RIOJA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-444-7465,https://bancorioja.com.ar/
404211,VISA,CREDIT,BUSINESS,"NUEVO BANCO DE LA RIOJA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-444-7465,https://bancorioja.com.ar/
404212,VISA,CREDIT,PREMIER,"NUEVO BANCO DE LA RIOJA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-444-7465,https://bancorioja.com.ar/
404213,VISA,CREDIT,CLASSIC,"NUEVO BANCO DE LA RIOJA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-444-7465,https://bancorioja.com.ar/
404252,VISA,CREDIT,BUSINESS,BANCO DE LA PAMPA,AR,ARG,Argentina,-38.4161,-63.6167,0810-2222-257,www.bancodelapampa.com.ar
404370,VISA,CREDIT,CORPORATE T&E,"BANCO COMAFI, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-999-266,www.comafi.com.ar
404510,VISA,CREDIT,CORPORATE T&E,BANCO POPULAR NORTH AMERICA,AR,ARG,Argentina,-38.4161,-63.6167,1-800-377-0800,www.popularbank.com
404625,VISA,DEBIT,CLASSIC,,AR,ARG,Argentina,-38.4161,-63.6167,,
404854,VISA,DEBIT,CLASSIC,BANCO DE LA PROVINCIA DE BUENOS AIRES,AR,ARG,Argentina,-38.4161,-63.6167,0810-222-2776,www.bancoprovincia.com.ar
405069,VISA,DEBIT,CLASSIC,,AR,ARG,Argentina,-38.4161,-63.6167,,
405071,VISA,CREDIT,PLATINUM,"BANCO SANTANDER RIO, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-999-2400,www.santanderrio.com.ar
405511,VISA,DEBIT,CLASSIC,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
405643,VISA,CREDIT,CLASSIC,"BANCO COLUMBIA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-222-0222,secure.bancocolumbia.com.ar/web/
405644,VISA,CREDIT,CLASSIC,"BANCO COLUMBIA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-222-0222,secure.bancocolumbia.com.ar/web/
405645,VISA,CREDIT,PREMIER,"BANCO COLUMBIA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-222-0222,secure.bancocolumbia.com.ar/web/
405646,VISA,CREDIT,BUSINESS,"BANCO COLUMBIA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-222-0222,secure.bancocolumbia.com.ar/web/
405755,VISA,DEBIT,ELECTRON,BANCO DE LA PROVINCIA DE BUENOS AIRES,AR,ARG,Argentina,-38.4161,-63.6167,0810-222-2776,www.bancoprovincia.com.ar
405896,VISA,,,,AR,ARG,Argentina,-38.4161,-63.6167,,
405897,VISA,,,,AR,ARG,Argentina,-38.4161,-63.6167,,
406172,VISA,CREDIT,PURCHASING,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
406190,VISA,DEBIT,CLASSIC,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
406290,VISA,CREDIT,,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
406291,VISA,CREDIT,,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
406375,VISA,DEBIT,ELECTRON,"BANCO SUPERVIELLE, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-333-7873,http://www.supervielle.com.ar/
406650,VISA,CREDIT,BUSINESS,"BANCO SUDAMERIS ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,,
406651,VISA,,,"BANCO SUDAMERIS ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,,
406652,VISA,DEBIT,ELECTRON,"BANCO PATAGONIA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-888-8500,www.bancopatagonia.com.ar
406653,VISA,CREDIT,,"BANCO SUDAMERIS ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,,
406654,VISA,CREDIT,,"BANCO SUDAMERIS ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,,
406997,VISA,,,,AR,ARG,Argentina,-38.4161,-63.6167,,
406998,VISA,,,,AR,ARG,Argentina,-38.4161,-63.6167,,
406999,VISA,,,,AR,ARG,Argentina,-38.4161,-63.6167,,
407119,VISA,CREDIT,CORPORATE T&E,FIRST VIRGINIA CARD SERVICES,AR,ARG,Argentina,-38.4161,-63.6167,,
407170,VISA,DEBIT,CLASSIC,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
408134,VISA,DEBIT,CLASSIC,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
408515,VISA,,,,AR,ARG,Argentina,-38.4161,-63.6167,,
409705,VISA,CREDIT,BUSINESS,BANCO PROVINCIA DE TIERRA DEL FUEGO,AR,ARG,Argentina,-38.4161,-63.6167,0810-999-7470,www.btf.com.ar
410007,VISA,CREDIT,,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
410016,VISA,CREDIT,BUSINESS,"BANCO MACRO BANSUD, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,,
410082,VISA,,,,AR,ARG,Argentina,-38.4161,-63.6167,,
410083,VISA,,,,AR,ARG,Argentina,-38.4161,-63.6167,,
410084,VISA,,,,AR,ARG,Argentina,-38.4161,-63.6167,,
410121,VISA,,,,AR,ARG,Argentina,-38.4161,-63.6167,,
410122,VISA,,,,AR,ARG,Argentina,-38.4161,-63.6167,,
410123,VISA,,,,AR,ARG,Argentina,-38.4161,-63.6167,,
410129,VISA,CREDIT,CORPORATE T&E,FLEET NATIONAL BANK,AR,ARG,Argentina,-38.4161,-63.6167,,
410451,VISA,CREDIT,CORPORATE T&E,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
410803,VISA,DEBIT,ELECTRON,"BANCO FRANCES, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,,
410853,VISA,DEBIT,CLASSIC,"BANCO SUPERVIELLE, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-333-7873,http://www.supervielle.com.ar/
410854,VISA,CREDIT,BUSINESS,"BANCO SUPERVIELLE, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-333-7873,http://www.supervielle.com.ar/
410855,VISA,CREDIT,PREMIER,"BANCO SUPERVIELLE, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-333-7873,http://www.supervielle.com.ar/
410856,VISA,CREDIT,CLASSIC,"BANCO SUPERVIELLE, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-333-7873,http://www.supervielle.com.ar/
410857,VISA,CREDIT,,"BANCO SAN LUIS, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,+54 11 43403000,
411010,VISA,CREDIT,PREMIER,"BANCO PRIVADO DE INVERSIONES, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810 555 2355,https://www.macro.com.ar
411011,VISA,CREDIT,CLASSIC,"BANCO PRIVADO DE INVERSIONES, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810 555 2355,https://www.macro.com.ar
411012,VISA,CREDIT,,"BANCO PRIVADO DE INVERSIONES, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810 555 2355,https://www.macro.com.ar
411014,VISA,CREDIT,BUSINESS,"BANCO PRIVADO DE INVERSIONES, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810 555 2355,https://www.macro.com.ar
411032,VISA,CREDIT,,BANCO DE GALICIA Y BUENOS AIRES,AR,ARG,Argentina,-38.4161,-63.6167,,
411086,VISA,CREDIT,BUSINESS,"BANCO MACRO, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810 555 2355,https://www.macro.com.ar
411087,VISA,,,"BANCO MACRO, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810 555 2355,https://www.macro.com.ar
411436,VISA,CREDIT,CORPORATE T&E,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
411612,VISA,CREDIT,CLASSIC,"BANQUE NATIONALE DE PARIS, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,,
411613,VISA,CREDIT,BUSINESS,BNP PARIBAS,AR,ARG,Argentina,-38.4161,-63.6167,00 33 157 082 200,www.bnpparibas.com.ar
411614,VISA,CREDIT,PREMIER,"BANQUE NATIONALE DE PARIS, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,,
411763,VISA,CREDIT,,BANCO DE GALICIA Y BUENOS AIRES,AR,ARG,Argentina,-38.4161,-63.6167,,
411764,VISA,CREDIT,,BANCO DE GALICIA Y BUENOS AIRES,AR,ARG,Argentina,-38.4161,-63.6167,,
411765,VISA,CREDIT,,BANCO DE GALICIA Y BUENOS AIRES,AR,ARG,Argentina,-38.4161,-63.6167,,
411828,VISA,CREDIT,PREMIER,BANCO MUNICIPAL DE ROSARIO,AR,ARG,Argentina,-38.4161,-63.6167,0810-345-2686,www.bmros.com.ar
411849,VISA,DEBIT,CLASSIC,"BANCO DE GALICIA Y BUENOS AIRES, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0-800-555-2747,www.bancogalicia.com
412705,VISA,CREDIT,PREMIER,"BANCO PROVINCIA DElanEUQUEN, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,,
412944,VISA,DEBIT,CLASSIC,"ANZ GRINDLAYS BANK, LTD.",AR,ARG,Argentina,-38.4161,-63.6167,,
415292,VISA,CREDIT,CORPORATE T&E,"BANCO SANTANDER RIO, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-999-2400,www.santanderrio.com.ar
415303,VISA,CREDIT,BUSINESS,"NUEVO BANCO DE SANTA FE, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800 444 6273,www.bancosantafe.com.ar
415463,VISA,CREDIT,PREMIER,CAJA POPULAR DE AHORROS DE LA PROVINCIA DE TUCUMAN,AR,ARG,Argentina,-38.4161,-63.6167,(0381) 422 1435,http://www.cajapopular.gov.ar/
415589,VISA,CREDIT,,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
416414,VISA,CREDIT,CLASSIC,"NUEVO BANCO DE SANTA FE, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800 444 6273,www.bancosantafe.com.ar
416415,VISA,CREDIT,BUSINESS,"NUEVO BANCO DE SANTA FE, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800 444 6273,www.bancosantafe.com.ar
416416,VISA,CREDIT,PREMIER,"NUEVO BANCO DE SANTA FE, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800 444 6273,www.bancosantafe.com.ar
416417,VISA,CREDIT,CLASSIC,"NUEVO BANCO DE SANTA FE, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800 444 6273,www.bancosantafe.com.ar
416424,VISA,CREDIT,CLASSIC,"BANCO DEL CHUBUT, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800 - 888 - 5465,www.bancochubut.com.ar
416425,VISA,,,"BANCO DEL CHUBUT, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800 - 888 - 5465,www.bancochubut.com.ar
416426,VISA,CREDIT,PREMIER,"BANCO DEL CHUBUT, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800 - 888 - 5465,www.bancochubut.com.ar
416427,VISA,CREDIT,BUSINESS,"BANCO DEL CHUBUT, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800 - 888 - 5465,www.bancochubut.com.ar
416430,VISA,,,BANCO DE CATAMARCA,AR,ARG,Argentina,-38.4161,-63.6167,,
416431,VISA,CREDIT,,BANCO DE CATAMARCA,AR,ARG,Argentina,-38.4161,-63.6167,,
416432,VISA,CREDIT,,BANCO DE CATAMARCA,AR,ARG,Argentina,-38.4161,-63.6167,,
416435,VISA,CREDIT,,"BANCO DE JUJUY, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,,
416436,VISA,,,"BANCO DE JUJUY, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,,
416437,VISA,CREDIT,BUSINESS,"BANCO MACRO, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810 555 2355,https://www.macro.com.ar
416498,VISA,CREDIT,PURCHASING,"HSBC BANK ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-333-4722,www.hsbc.com.ar
416861,VISA,DEBIT,CLASSIC,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
417309,VISA,DEBIT,CLASSIC,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
417856,VISA,DEBIT,BUSINESS,"BBVA BANCO FRANCES, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-333-0303,https://www.bbvafrances.com.ar/
417857,VISA,DEBIT,CORPORATE T&E,"BBVA BANCO FRANCES, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-333-0303,https://www.bbvafrances.com.ar/
419080,VISA,DEBIT,CLASSIC,,AR,ARG,Argentina,-38.4161,-63.6167,,
419382,VISA,CREDIT,CLASSIC,"BANCO MASVENTAS, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-777-3767,www.bancomasventas.com.ar
419383,VISA,CREDIT,PREMIER,"BANCO MASVENTAS, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-777-3767,www.bancomasventas.com.ar
419384,VISA,CREDIT,CLASSIC,"BANCO MASVENTAS, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-777-3767,www.bancomasventas.com.ar
420061,VISA,CREDIT,CORPORATE T&E,"BANCO SUPERVIELLE, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-333-7873,http://www.supervielle.com.ar/
420076,VISA,DEBIT,CLASSIC,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
420356,VISA,CREDIT,BUSINESS,"BANCO MASVENTAS, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-777-3767,www.bancomasventas.com.ar
421024,VISA,CREDIT,,BANCO DE GALICIA Y BUENOS AIRES,AR,ARG,Argentina,-38.4161,-63.6167,,
421518,VISA,DEBIT,CLASSIC,"BANCO DE SERVICIOS Y TRANSACCIONES, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810 222 5555,www.bst.com.ar
421528,VISA,DEBIT,CLASSIC,FLEET NATIONAL BANK,AR,ARG,Argentina,-38.4161,-63.6167,,
421540,VISA,DEBIT,CLASSIC,"NUEVO BANCO DE SANTA FE, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800 444 6273,www.bancosantafe.com.ar
421541,VISA,DEBIT,CLASSIC,"NUEVO BANCO DE SANTA FE, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800 444 6273,www.bancosantafe.com.ar
422051,VISA,CREDIT,CLASSIC,"VISA ARGENTINA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0800-666-0171,www.visa.com.ar/
422409,VISA,CREDIT,BUSINESS,"BANCO PATAGONIA, S.A.",AR,ARG,Argentina,-38.4161,-63.6167,0810-888-8500,www.bancopatagonia.com.ar
423139,VISA,CREDIT,CLASSIC,,AR,ARG,Argentina,-38.4161,-63.6167,,
