bin,brand,type,category,issuer,alpha_2,alpha_3,country,latitude,longitude,bank_phone,bank_url
496602,VISA,CREDIT,PREMIER,"BANCO PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
498892,VISA,CREDIT,BUSINESS,"BANCO BOLIVARIANO, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,1700-50 50 50,www.bolivariano.com
499801,VISA,CREDIT,CORPORATE T&E,INTERDIN S.A. EMISORA Y ADMINISTRADORA DE TARJETAS DE CREDIT,EC,ECU,Ecuador,-1.83124,-78.1834,,
499802,VISA,CREDIT,CORPORATE,INTERDIN S.A. EMISORA Y ADMINISTRADORA DE TARJETAS DE CREDITO,EC,ECU,Ecuador,-1.83124,-78.1834,,
499883,VISA,CREDIT,CLASSIC,"BANCO PROMERICA, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(503) 2513 5000,www.promerica.com.sv/
511054,MASTERCARD,CREDIT,STANDARD,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
512102,MASTERCARD,CREDIT,STANDARD,"BANCO DE LA PRODUCCION,S.A. (PRODUBANCO)",EC,ECU,Ecuador,-1.83124,-78.1834,1700 123 123,www.produbanco.com.ec
512250,MASTERCARD,CREDIT,STANDARD,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
512294,MASTERCARD,CREDIT,STANDARD,"BANCO BOLIVARIANO, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,1700-50 50 50,www.bolivariano.com
512345,MASTERCARD,CREDIT,STANDARD,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
512401,MASTERCARD,CREDIT,GOLD,"BANCO BOLIVARIANO, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,1700-50 50 50,www.bolivariano.com
512646,MASTERCARD,,,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
514072,MASTERCARD,CREDIT,,"BANCO DE LA PRODUCCION,S.A. (PRODUBANCO)",EC,ECU,Ecuador,-1.83124,-78.1834,1700 123 123,www.produbanco.com.ec
515638,MASTERCARD,CREDIT,PLATINUM,"BANCO INTERNACIONAL, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,1700 360 360,www.bancointernacional.com.ec
515826,MASTERCARD,CREDIT,BLACK,"BANCO DE LA PRODUCCION, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
516986,MASTERCARD,CREDIT,,"VAZCORP SOCIEDAD FINANCIERA, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
517943,MASTERCARD,CREDIT,PLATINUM,"BANCO DEL AUSTRO, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,1800 22 87 87,www.bancodelaustro.com
518030,MASTERCARD,CREDIT,STANDARD,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
518114,MASTERCARD,CREDIT,STANDARD,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
518115,MASTERCARD,CREDIT,GOLD,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
518172,MASTERCARD,CREDIT,GOLD,"BANCO DE LA PRODUCCION,S.A. (PRODUBANCO)",EC,ECU,Ecuador,-1.83124,-78.1834,1700 123 123,www.produbanco.com.ec
518923,MASTERCARD,CREDIT,,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
518968,MASTERCARD,CREDIT,GOLD,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
519169,MASTERCARD,DEBIT,STANDARD,"BANCO PROCREDIT ECUADOR, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,1800 100 400,www.bancoprocredit.com.ec
519209,MASTERCARD,CREDIT,STANDARD,"BANCO BOLIVARIANO, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,1700-50 50 50,www.bolivariano.com
520081,MASTERCARD,CREDIT,GOLD,"BANCO BOLIVARIANO, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,1700-50 50 50,www.bolivariano.com
520133,MASTERCARD,CREDIT,GOLD,"BANCO DE LA PRODUCCION,S.A. (PRODUBANCO)",EC,ECU,Ecuador,-1.83124,-78.1834,1700 123 123,www.produbanco.com.ec
520777,MASTERCARD,CREDIT,,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
521309,MASTERCARD,CREDIT,PLATINUM,"BANCO DE LA PRODUCCION,S.A. (PRODUBANCO)",EC,ECU,Ecuador,-1.83124,-78.1834,1700 123 123,www.produbanco.com.ec
521329,MASTERCARD,CREDIT,PLATINUM,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
521384,MASTERCARD,CREDIT,PLATINUM,"BANCO BOLIVARIANO, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,1700-50 50 50,www.bolivariano.com
522200,MASTERCARD,DEBIT,PREPAID,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
522225,MASTERCARD,CREDIT,,"YUANTA COMMERCIAL BANK CO., LTD.",EC,ECU,Ecuador,-1.83124,-78.1834,,
522827,MASTERCARD,CREDIT,BLACK,"BANCO DEL AUSTRO, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,1800 22 87 87,www.bancodelaustro.com
523042,MASTERCARD,CREDIT,STANDARD,"BANCO DE GUAYAQUIL, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
523768,MASTERCARD,DEBIT,,"VAZCORP SOCIEDAD FINANCIERA, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
523777,MASTERCARD,DEBIT,,"VAZCORP SOCIEDAD FINANCIERA, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
524071,MASTERCARD,CREDIT,GOLD,"BANCO DE GUAYAQUIL, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
524327,MASTERCARD,CREDIT,PLATINUM,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
527498,MASTERCARD,CREDIT,STANDARD,"BANCO INTERNACIONAL, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,1700 360 360,www.bancointernacional.com.ec
527601,MASTERCARD,CREDIT,BLACK,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
527617,MASTERCARD,CREDIT,BLACK,"VAZCORP SOCIEDAD FINANCIERA, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
529573,MASTERCARD,DEBIT,PREPAID,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
530054,MASTERCARD,CREDIT,STANDARD,"BANCO DE LA PRODUCCION,S.A. (PRODUBANCO)",EC,ECU,Ecuador,-1.83124,-78.1834,1700 123 123,www.produbanco.com.ec
530219,MASTERCARD,CREDIT,GOLD,"VAZCORP SOCIEDAD FINANCIERA, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
530349,MASTERCARD,DEBIT,PREPAID,ICUL SERVICE CORPORATION,EC,ECU,Ecuador,-1.83124,-78.1834,800-304-2273,www.lsc.net
530795,MASTERCARD,DEBIT,,,EC,ECU,Ecuador,-1.83124,-78.1834,,
531089,MASTERCARD,DEBIT,,"VAZCORP SOCIEDAD FINANCIERA, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
531950,MASTERCARD,DEBIT,,"VAZCORP SOCIEDAD FINANCIERA, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
535325,MASTERCARD,CREDIT,,"VAZCORP SOCIEDAD FINANCIERA, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
537701,MASTERCARD,CREDIT,GOLD,"BANCO INTERNACIONAL, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,1700 360 360,www.bancointernacional.com.ec
539668,MASTERCARD,CREDIT,BLACK,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
539706,MASTERCARD,DEBIT,,"VAZCORP SOCIEDAD FINANCIERA, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
540771,MASTERCARD,CREDIT,GOLD,"BANCO DE LA PRODUCCION,S.A. (PRODUBANCO)",EC,ECU,Ecuador,-1.83124,-78.1834,1700 123 123,www.produbanco.com.ec
541326,MASTERCARD,CREDIT,,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
542258,MASTERCARD,CREDIT,GOLD,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
542400,MASTERCARD,CREDIT,,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
542703,MASTERCARD,DEBIT,PREPAID,"BANCO TERRITORIAL, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
542989,MASTERCARD,CREDIT,,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
543393,MASTERCARD,CREDIT,STANDARD,"BANCO DEL AUSTRO, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,1800 22 87 87,www.bancodelaustro.com
544328,MASTERCARD,CREDIT,,MASTERCARD ECUADOR,EC,ECU,Ecuador,-1.83124,-78.1834,593 4 561730,
544366,MASTERCARD,CREDIT,STANDARD,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
544686,MASTERCARD,DEBIT,PREPAID,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
545178,MASTERCARD,CREDIT,BLACK,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
545195,MASTERCARD,CREDIT,BLACK,"BANCO DE LA PRODUCCION,S.A. (PRODUBANCO)",EC,ECU,Ecuador,-1.83124,-78.1834,1700 123 123,www.produbanco.com.ec
545320,MASTERCARD,DEBIT,PREPAID,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
546435,MASTERCARD,DEBIT,,"VAZCORP SOCIEDAD FINANCIERA, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
546605,MASTERCARD,CREDIT,BLACK,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
546838,MASTERCARD,CREDIT,STANDARD,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
546843,MASTERCARD,CREDIT,STANDARD,"BANCO DE GUAYAQUIL, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
546993,MASTERCARD,CREDIT,,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
546994,MASTERCARD,CREDIT,,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
547081,MASTERCARD,CREDIT,GOLD,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
547649,MASTERCARD,CREDIT,CORPORATE,"BANCO DE LA PRODUCCION,S.A. (PRODUBANCO)",EC,ECU,Ecuador,-1.83124,-78.1834,1700 123 123,www.produbanco.com.ec
547662,MASTERCARD,CREDIT,BUSINESS,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
547663,MASTERCARD,CREDIT,,MASTERCARD ECUADOR,EC,ECU,Ecuador,-1.83124,-78.1834,593 4 561730,
547883,MASTERCARD,CREDIT,BUSINESS,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
548146,MASTERCARD,CREDIT,GOLD,"VAZCORP SOCIEDAD FINANCIERA, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
548244,MASTERCARD,CREDIT,GOLD,"BANCO DEL AUSTRO, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,1800 22 87 87,www.bancodelaustro.com
548344,MASTERCARD,CREDIT,GOLD,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
549145,MASTERCARD,CREDIT,PLATINUM,"BANCO DE GUAYAQUIL, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
549618,MASTERCARD,CREDIT,GOLD,"BANCO BOLIVARIANO, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,1700-50 50 50,www.bolivariano.com
549638,MASTERCARD,CREDIT,PLATINUM,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
550014,MASTERCARD,CREDIT,GOLD,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
550015,MASTERCARD,CREDIT,,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
550227,MASTERCARD,DEBIT,,"VAZCORP SOCIEDAD FINANCIERA, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
550469,MASTERCARD,CREDIT,,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
550470,MASTERCARD,CREDIT,GOLD,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
550488,MASTERCARD,DEBIT,,"VAZCORP SOCIEDAD FINANCIERA, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
550495,MASTERCARD,CREDIT,STANDARD,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
550496,MASTERCARD,CREDIT,,MASTERCARD ECUADOR,EC,ECU,Ecuador,-1.83124,-78.1834,593 4 561730,
550497,MASTERCARD,CREDIT,,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
550498,MASTERCARD,CREDIT,,MASTERCARD ECUADOR,EC,ECU,Ecuador,-1.83124,-78.1834,593 4 561730,
552036,MASTERCARD,DEBIT,,"VAZCORP SOCIEDAD FINANCIERA, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
552536,MASTERCARD,CREDIT,CORPORATE,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
552995,MASTERCARD,CREDIT,BUSINESS,"BANCO DEL AUSTRO, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,1800 22 87 87,www.bancodelaustro.com
553634,MASTERCARD,CREDIT,BLACK,"BANCO BOLIVARIANO, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,1700-50 50 50,www.bolivariano.com
553660,MASTERCARD,CREDIT,BLACK,"BANCO INTERNACIONAL, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,1700 360 360,www.bancointernacional.com.ec
553677,MASTERCARD,DEBIT,,"VAZCORP SOCIEDAD FINANCIERA, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
554277,MASTERCARD,DEBIT,,"VAZCORP SOCIEDAD FINANCIERA, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
554436,MASTERCARD,CREDIT,,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
554437,MASTERCARD,CREDIT,,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
554438,MASTERCARD,CREDIT,GOLD,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
554439,MASTERCARD,CREDIT,GOLD,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
554510,MASTERCARD,CREDIT,,MASTERCARD ECUADOR,EC,ECU,Ecuador,-1.83124,-78.1834,593 4 561730,
554511,MASTERCARD,CREDIT,,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
554527,MASTERCARD,CREDIT,,MASTERCARD ECUADOR,EC,ECU,Ecuador,-1.83124,-78.1834,593 4 561730,
554574,MASTERCARD,CREDIT,PLATINUM,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
554596,MASTERCARD,CREDIT,,MASTERCARD ECUADOR,EC,ECU,Ecuador,-1.83124,-78.1834,593 4 561730,
554597,MASTERCARD,CREDIT,,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
554857,MASTERCARD,CREDIT,,MASTERCARD ECUADOR,EC,ECU,Ecuador,-1.83124,-78.1834,593 4 561730,
554968,MASTERCARD,CREDIT,,MASTERCARD ECUADOR,EC,ECU,Ecuador,-1.83124,-78.1834,593 4 561730,
556614,MASTERCARD,CREDIT,CORPORATE,"BANCO INTERNACIONAL, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,1700 360 360,www.bancointernacional.com.ec
556953,MASTERCARD,DEBIT,STANDARD,"VAZCORP SOCIEDAD FINANCIERA, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
558284,MASTERCARD,CREDIT,,"VAZCORP SOCIEDAD FINANCIERA, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,,
558423,MASTERCARD,CREDIT,BUSINESS,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/
558534,MASTERCARD,CREDIT,BUSINESS,"PACIFICARD, S.A.",EC,ECU,Ecuador,-1.83124,-78.1834,373 1500,www.bancodelpacifico.com/pacificard/inicio
558659,MASTERCARD,CREDIT,BUSINESS,"BANCO DEL PICHINCHA, C.A.",EC,ECU,Ecuador,-1.83124,-78.1834,(02) 2999-999,www.pichincha.com/portal/

