bin,brand,type,category,issuer,alpha_2,alpha_3,country,latitude,longitude,bank_phone,bank_url
519189,MASTERCARD,CREDIT,STANDARD,BANCO RIPLEY,CL,CHL,Chile,-35.6751,-71.543,,www.bancoripley.cl
519716,MASTERCARD,CREDIT,,SCOTIABANK SUD AMERICANO,CL,CHL,Chile,-35.6751,-71.543,,
519741,MASTERCARD,DEBIT,,SCOTIABANK SUD AMERICANO,CL,CHL,Chile,-35.6751,-71.543,,
520079,MASTERCARD,CREDIT,GOLD,BANCO SECURITY,CL,CHL,Chile,-35.6751,-71.543,2258 44060,personas.bancosecurity.cl/
521312,MASTERCARD,CREDIT,PLATINUM,CORP BANCA,CL,CHL,Chile,-35.6751,-71.543,600 600 8686,www.corpbanca.cl/
521892,MASTERCARD,CREDIT,GOLD,BANCO SANTANDER CHILE,CL,CHL,Chile,-35.6751,-71.543,,
522181,MASTERCARD,CREDIT,STANDARD,BANCO SANTANDER CHILE,CL,CHL,Chile,-35.6751,-71.543,,
522210,MASTERCARD,CREDIT,GOLD,HSBC BANK (CHILE),CL,CHL,Chile,-35.6751,-71.543,56 2 299 7200,www.hsbc.cl/
522830,MASTERCARD,CREDIT,BLACK,BANCO RIPLEY,CL,CHL,Chile,-35.6751,-71.543,,www.bancoripley.cl
522832,MASTERCARD,CREDIT,BLACK,BANCO DE CHILE,CL,CHL,Chile,-35.6751,-71.543,600 637 3737,ww3.bancochile.cl
524708,MASTERCARD,CREDIT,GOLD,BANCO PARIS,CL,CHL,Chile,-35.6751,-71.543,,
525622,MASTERCARD,CREDIT,,BANCO PARIS,CL,CHL,Chile,-35.6751,-71.543,,
525623,MASTERCARD,CREDIT,,BANCO PARIS,CL,CHL,Chile,-35.6751,-71.543,,
530250,MASTERCARD,CREDIT,CORPORATE,BANCO SANTANDER CHILE,CL,CHL,Chile,-35.6751,-71.543,,
531216,MASTERCARD,CREDIT,CORPORATE,BANCO INTERNACIONAL,CL,CHL,Chile,-35.6751,-71.543,600 363 5000,www.bancointernacional.cl/
531663,MASTERCARD,CREDIT,PLATINUM,BANCO CREDITO INVERSIONES,CL,CHL,Chile,-35.6751,-71.543,600 692 8000,www.bci.cl/personas
533013,MASTERCARD,CREDIT,CORPORATE,CORP BANCA,CL,CHL,Chile,-35.6751,-71.543,600 600 8686,www.corpbanca.cl/
533187,MASTERCARD,CREDIT,CORPORATE,"PROMOTORA CMR FALABELLA, S.A.",CL,CHL,Chile,-35.6751,-71.543,600 390 6000,www.cmr.cl
533202,MASTERCARD,CREDIT,,BANCO SANTANDER,CL,CHL,Chile,-35.6751,-71.543,600 320 3000,www.santander.cl
533208,MASTERCARD,CREDIT,,BANCO SANTANDER,CL,CHL,Chile,-35.6751,-71.543,600 320 3000,www.santander.cl
533221,MASTERCARD,CREDIT,,BANCO SANTANDER,CL,CHL,Chile,-35.6751,-71.543,600 320 3000,www.santander.cl
533225,MASTERCARD,CREDIT,GOLD,BANCO SANTANDER CHILE,CL,CHL,Chile,-35.6751,-71.543,,
533226,MASTERCARD,CREDIT,STANDARD,BANCO SANTANDER CHILE,CL,CHL,Chile,-35.6751,-71.543,,
533227,MASTERCARD,CREDIT,,BANCO SANTANDER,CL,CHL,Chile,-35.6751,-71.543,600 320 3000,www.santander.cl
534129,MASTERCARD,CREDIT,GOLD,BANCO DE CHILE,CL,CHL,Chile,-35.6751,-71.543,600 637 3737,ww3.bancochile.cl
539032,MASTERCARD,CREDIT,,BANCO INTERNACIONAL,CL,CHL,Chile,-35.6751,-71.543,600 363 5000,www.bancointernacional.cl/
540020,MASTERCARD,CREDIT,,BANCO SANTANDER CHILE,CL,CHL,Chile,-35.6751,-71.543,,
540475,MASTERCARD,CREDIT,GOLD,BANCO SANTANDER CHILE,CL,CHL,Chile,-35.6751,-71.543,,
540476,MASTERCARD,CREDIT,GOLD,BANCO DE CHILE,CL,CHL,Chile,-35.6751,-71.543,600 637 3737,ww3.bancochile.cl
540477,MASTERCARD,CREDIT,GOLD,BANCO SANTANDER CHILE,CL,CHL,Chile,-35.6751,-71.543,,
540491,MASTERCARD,CREDIT,,BANCO SANTANDER CHILE,CL,CHL,Chile,-35.6751,-71.543,,
540523,MASTERCARD,CREDIT,CORPORATE PURCHASING,BANCO DEL ESTADO DE CHILE,CL,CHL,Chile,-35.6751,-71.543,600 200 7000,www.bancoestado.cl
540782,MASTERCARD,CREDIT,,BANCO DE CHILE,CL,CHL,Chile,-35.6751,-71.543,600 637 3737,ww3.bancochile.cl
540826,MASTERCARD,CREDIT,,BANCO SANTANDER CHILE,CL,CHL,Chile,-35.6751,-71.543,,
540841,MASTERCARD,CREDIT,,BANCO PARIS,CL,CHL,Chile,-35.6751,-71.543,,
540937,MASTERCARD,CREDIT,STANDARD,BANCO ITAU CHILE,CL,CHL,Chile,-35.6751,-71.543,600 686 0888,banco.itau.cl
541320,MASTERCARD,CREDIT,GOLD,BANCO SANTANDER CHILE,CL,CHL,Chile,-35.6751,-71.543,,
541678,MASTERCARD,CREDIT,GOLD,BANCO DEL ESTADO DE CHILE,CL,CHL,Chile,-35.6751,-71.543,600 200 7000,www.bancoestado.cl
541944,MASTERCARD,CREDIT,STANDARD,SCOTIABANK CHILE,CL,CHL,Chile,-35.6751,-71.543,600 670 0500,www.scotiabankchile.cl
542320,MASTERCARD,CREDIT,,BANCO SANTANDER CHILE,CL,CHL,Chile,-35.6751,-71.543,,
